BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
LKMB002-2-092-S199_c18151_NODE_18...region001	c18151_NODE_18..	NODE_18151_length_1352_cov_3.038551	NRPS	NRPS		
LKMB002-2-092-S199_c18507_NODE_18...region001	c18507_NODE_18..	NODE_18507_length_1338_cov_3.785659	siderophore	Others		
LKMB002-2-092-S199_c20525_NODE_20...region001	c20525_NODE_20..	NODE_20525_length_1267_cov_3.498350	RiPP-like	RiPPs		
LKMB002-2-092-S199_c21241_NODE_21...region001	c21241_NODE_21..	NODE_21241_length_1243_cov_3.664141	cyclic-lactone-autoinducer	RiPPs		
LKMB002-2-092-S199_c21437_NODE_21...region001	c21437_NODE_21..	NODE_21437_length_1236_cov_4.951736	T3PKS	PKSother		
LKMB002-2-092-S199_c22518_NODE_22...region001	c22518_NODE_22..	NODE_22518_length_1203_cov_2.971254	T3PKS	PKSother		
LKMB002-2-092-S199_c23863_NODE_23...region001	c23863_NODE_23..	NODE_23863_length_1166_cov_2.198020	terpene	Terpene		
LKMB002-2-092-S199_c26692_NODE_26...region001	c26692_NODE_26..	NODE_26692_length_1096_cov_2.432277	terpene	Terpene		
LKMB002-2-092-S199_c27554_NODE_27...region001	c27554_NODE_27..	NODE_27554_length_1077_cov_3.450098	terpene	Terpene		
LKMB002-2-092-S199_c28656_NODE_28...region001	c28656_NODE_28..	NODE_28656_length_1053_cov_3.589178	terpene	Terpene		
LKMB002-2-092-S199_c30239_NODE_30...region001	c30239_NODE_30..	NODE_30239_length_1024_cov_2.506708	terpene	Terpene		
LKMB002-2-094-S201_c00005_NODE_5_...region001	c00005_NODE_5_..	NODE_5_length_420519_cov_48.740384	T1PKS	PKSI		
LKMB002-2-094-S201_c00007_NODE_7_...region001	c00007_NODE_7_..	NODE_7_length_384537_cov_48.892273	NRPS-like	NRPS		
LKMB002-2-094-S201_c00009_NODE_9_...region001	c00009_NODE_9_..	NODE_9_length_331746_cov_48.680055	NRPS	NRPS		
LKMB002-2-094-S201_c00012_NODE_12...region001	c00012_NODE_12..	NODE_12_length_262359_cov_49.950085	NRPS-like	NRPS		
LKMB002-2-094-S201_c00027_NODE_27...region001	c00027_NODE_27..	NODE_27_length_134310_cov_64.029161	T1PKS	PKSI		
LKMB002-2-094-S201_c00033_NODE_33...region001	c00033_NODE_33..	NODE_33_length_116038_cov_48.468224	terpene	Terpene		
LKMB002-2-094-S201_c00039_NODE_39...region001	c00039_NODE_39..	NODE_39_length_94197_cov_692.051507	RiPP-like	RiPPs		
LKMB002-2-094-S201_c00054_NODE_54...region001	c00054_NODE_54..	NODE_54_length_73318_cov_41.348047	T3PKS	PKSother		
LKMB002-2-094-S201_c00083_NODE_83...region001	c00083_NODE_83..	NODE_83_length_44481_cov_51.818350	NRPS	NRPS		
LKMB002-2-094-S201_c00097_NODE_97...region001	c00097_NODE_97..	NODE_97_length_36310_cov_37.212633	siderophore	Others		
LKMB002-2-094-S201_c00102_NODE_10...region001	c00102_NODE_10..	NODE_102_length_34393_cov_38.388753	terpene	Terpene		
LKMB002-2-094-S201_c00135_NODE_13...region001	c00135_NODE_13..	NODE_135_length_25628_cov_8.064013	NRPS	NRPS		
LKMB002-2-094-S201_c00171_NODE_17...region001	c00171_NODE_17..	NODE_171_length_19932_cov_12.545605	NRPS	NRPS		
LKMB002-2-094-S201_c00208_NODE_20...region001	c00208_NODE_20..	NODE_208_length_16723_cov_161.035997	LAP	RiPPs		
LKMB002-2-094-S201_c00232_NODE_23...region001	c00232_NODE_23..	NODE_232_length_15543_cov_544.093233	NRPS-like.NRPS	NRPS		
LKMB002-2-094-S201_c00237_NODE_23...region001	c00237_NODE_23..	NODE_237_length_15277_cov_6.857969	siderophore	Others		
LKMB002-2-094-S201_c00252_NODE_25...region001	c00252_NODE_25..	NODE_252_length_14668_cov_9.225484	T3PKS	PKSother		
LKMB002-2-094-S201_c00336_NODE_33...region001	c00336_NODE_33..	NODE_336_length_11475_cov_285.617086	thiopeptide.RRE-containing	RiPPs		
LKMB002-2-094-S201_c00382_NODE_38...region001	c00382_NODE_38..	NODE_382_length_10303_cov_13.745023	NAPAA	NRPS		
LKMB002-2-094-S201_c00427_NODE_42...region001	c00427_NODE_42..	NODE_427_length_9472_cov_22.137199	lanthipeptide-class-i	RiPPs		
LKMB002-2-094-S201_c00456_NODE_45...region001	c00456_NODE_45..	NODE_456_length_8910_cov_11.890570	terpene	Terpene		
LKMB002-2-094-S201_c00462_NODE_46...region001	c00462_NODE_46..	NODE_462_length_8794_cov_22.190296	cyclic-lactone-autoinducer	RiPPs		
LKMB002-2-094-S201_c00470_NODE_47...region001	c00470_NODE_47..	NODE_470_length_8732_cov_11.144635	RRE-containing	RiPPs		
LKMB002-2-094-S201_c00623_NODE_62...region001	c00623_NODE_62..	NODE_623_length_6524_cov_20.499150	cyclic-lactone-autoinducer	RiPPs		
LKMB002-2-094-S201_c00688_NODE_68...region001	c00688_NODE_68..	NODE_688_length_5740_cov_11.188918	lanthipeptide-class-i	RiPPs		
LKMB002-2-094-S201_c00774_NODE_77...region001	c00774_NODE_77..	NODE_774_length_4957_cov_6.461444	siderophore	Others		
LKMB002-2-094-S201_c00806_NODE_80...region001	c00806_NODE_80..	NODE_806_length_4704_cov_37.965154	lanthipeptide-class-v	RiPPs		
LKMB002-2-094-S201_c00839_NODE_83...region001	c00839_NODE_83..	NODE_839_length_4480_cov_9.933107	T1PKS	PKSI		
LKMB002-2-094-S201_c00952_NODE_95...region001	c00952_NODE_95..	NODE_952_length_3890_cov_8.985137	lanthipeptide-class-v	RiPPs		
LKMB002-2-094-S201_c01086_NODE_10...region001	c01086_NODE_10..	NODE_1086_length_3271_cov_6.791978	T1PKS	PKSI		
LKMB002-2-094-S201_c01357_NODE_13...region001	c01357_NODE_13..	NODE_1357_length_2301_cov_6.300089	RRE-containing	RiPPs		
LKMB002-2-094-S201_c02969_NODE_29...region001	c02969_NODE_29..	NODE_2969_length_1004_cov_2.412013	terpene	Terpene		
LKMB002-2-096-S203_c00002_NODE_2_...region001	c00002_NODE_2_..	NODE_2_length_648419_cov_292.765243	RiPP-like	RiPPs		
LKMB002-2-096-S203_c00009_NODE_9_...region001	c00009_NODE_9_..	NODE_9_length_194610_cov_10.152528	T1PKS	PKSI		
LKMB002-2-096-S203_c00010_NODE_10...region001	c00010_NODE_10..	NODE_10_length_158805_cov_10.593140	NRPS-like	NRPS		
LKMB002-2-096-S203_c00030_NODE_30...region001	c00030_NODE_30..	NODE_30_length_77098_cov_10.000078	NRPS	NRPS		
LKMB002-2-096-S203_c00031_NODE_31...region001	c00031_NODE_31..	NODE_31_length_74393_cov_15.775821	NRPS	NRPS		
LKMB002-2-096-S203_c00040_NODE_40...region001	c00040_NODE_40..	NODE_40_length_67227_cov_14.316784	T3PKS.terpene	Others		
LKMB002-2-096-S203_c00047_NODE_47...region001	c00047_NODE_47..	NODE_47_length_63409_cov_61.080358	RiPP-like	RiPPs		
LKMB002-2-096-S203_c00068_NODE_68...region001	c00068_NODE_68..	NODE_68_length_52271_cov_9.588421	NRPS	NRPS		
LKMB002-2-096-S203_c00077_NODE_77...region001	c00077_NODE_77..	NODE_77_length_48471_cov_10.462657	terpene	Terpene		
LKMB002-2-096-S203_c00102_NODE_10...region001	c00102_NODE_10..	NODE_102_length_40455_cov_17.461535	lanthipeptide-class-v	RiPPs		
LKMB002-2-096-S203_c00130_NODE_13...region001	c00130_NODE_13..	NODE_130_length_33023_cov_10.234500	terpene	Terpene		
LKMB002-2-096-S203_c00143_NODE_14...region001	c00143_NODE_14..	NODE_143_length_30162_cov_13.879663	lanthipeptide-class-i	RiPPs		
LKMB002-2-096-S203_c00222_NODE_22...region001	c00222_NODE_22..	NODE_222_length_20535_cov_13.263281	NRPS-like	NRPS		
LKMB002-2-096-S203_c00225_NODE_22...region001	c00225_NODE_22..	NODE_225_length_20379_cov_13.590681	T2PKS	PKSother		
LKMB002-2-096-S203_c00258_NODE_25...region001	c00258_NODE_25..	NODE_258_length_17838_cov_13.340437	T3PKS	PKSother		
LKMB002-2-096-S203_c00264_NODE_26...region001	c00264_NODE_26..	NODE_264_length_17618_cov_14.264021	siderophore	Others		
LKMB002-2-096-S203_c00314_NODE_31...region001	c00314_NODE_31..	NODE_314_length_14568_cov_463.958520	NRPS-like.NRPS	NRPS		
LKMB002-2-096-S203_c00344_NODE_34...region001	c00344_NODE_34..	NODE_344_length_13127_cov_13.767365	cyclic-lactone-autoinducer	RiPPs		
LKMB002-2-096-S203_c00390_NODE_39...region001	c00390_NODE_39..	NODE_390_length_11302_cov_13.854984	siderophore	Others		
LKMB002-2-096-S203_c00452_NODE_45...region001	c00452_NODE_45..	NODE_452_length_8889_cov_12.847068	siderophore	Others		
LKMB002-2-096-S203_c00471_NODE_47...region001	c00471_NODE_47..	NODE_471_length_8160_cov_9.876743	RRE-containing	RiPPs		
LKMB002-2-096-S203_c00472_NODE_47...region001	c00472_NODE_47..	NODE_472_length_8146_cov_16.913113	NRPS	NRPS		
LKMB002-2-096-S203_c00476_NODE_47...region001	c00476_NODE_47..	NODE_476_length_8100_cov_13.418272	siderophore	Others		
LKMB002-2-096-S203_c00512_NODE_51...region001	c00512_NODE_51..	NODE_512_length_7386_cov_12.921157	lanthipeptide-class-v	RiPPs		
LKMB002-2-096-S203_c00585_NODE_58...region001	c00585_NODE_58..	NODE_585_length_5999_cov_7.216521	lanthipeptide-class-i	RiPPs		
LKMB002-2-096-S203_c00771_NODE_77...region001	c00771_NODE_77..	NODE_771_length_3430_cov_8.063407	cyclic-lactone-autoinducer	RiPPs		
LKMB002-2-096-S203_c00942_NODE_94...region001	c00942_NODE_94..	NODE_942_length_2316_cov_13.222026	terpene	Terpene		
LKMB002-2-096-S203_c01759_NODE_17...region001	c01759_NODE_17..	NODE_1759_length_1234_cov_2.584394	NRPS	NRPS		
LKMN002-3-01-S204_c00002_NODE_2_...region001	c00002_NODE_2_..	NODE_2_length_349473_cov_14.217940	T1PKS	PKSI		
LKMN002-3-01-S204_c00013_NODE_13...region001	c00013_NODE_13..	NODE_13_length_164515_cov_13.837079	NRPS	NRPS		
LKMN002-3-01-S204_c00023_NODE_23...region001	c00023_NODE_23..	NODE_23_length_127235_cov_14.353310	NRPS-like	NRPS		
LKMN002-3-01-S204_c00065_NODE_65...region001	c00065_NODE_65..	NODE_65_length_55311_cov_14.972528	terpene	Terpene		
LKMN002-3-01-S204_c00088_NODE_88...region001	c00088_NODE_88..	NODE_88_length_44806_cov_14.875712	T3PKS	PKSother		
LKMN002-3-01-S204_c00104_NODE_10...region001	c00104_NODE_10..	NODE_104_length_39617_cov_13.865224	terpene	Terpene		
LKMN002-3-01-S204_c00131_NODE_13...region001	c00131_NODE_13..	NODE_131_length_32462_cov_18.692566	NRPS	NRPS		
LKMN002-3-01-S204_c00158_NODE_15...region001	c00158_NODE_15..	NODE_158_length_28766_cov_671.775905	NRPS-like.NRPS	NRPS		
LKMN002-3-01-S204_c00171_NODE_17...region001	c00171_NODE_17..	NODE_171_length_26573_cov_109.820537	thiopeptide.RRE-containing	RiPPs		
LKMN002-3-01-S204_c00178_NODE_17...region001	c00178_NODE_17..	NODE_178_length_25358_cov_13.373948	NRPS	NRPS		
LKMN002-3-01-S204_c00221_NODE_22...region001	c00221_NODE_22..	NODE_221_length_20897_cov_13.578207	siderophore	Others		
LKMN002-3-01-S204_c00266_NODE_26...region001	c00266_NODE_26..	NODE_266_length_17422_cov_14.030172	terpene	Terpene		
LKMN002-3-01-S204_c00296_NODE_29...region001	c00296_NODE_29..	NODE_296_length_15367_cov_18.888127	lanthipeptide-class-v	RiPPs		
LKMN002-3-01-S204_c00441_NODE_44...region001	c00441_NODE_44..	NODE_441_length_10391_cov_9.295375	NRPS	NRPS		
LKMN002-3-01-S204_c00474_NODE_47...region001	c00474_NODE_47..	NODE_474_length_9620_cov_5.196759	RiPP-like	RiPPs		
LKMN002-3-01-S204_c01050_NODE_10...region001	c01050_NODE_10..	NODE_1050_length_4361_cov_6.198792	ladderane	Others		
LKMN002-3-01-S204_c01180_NODE_11...region001	c01180_NODE_11..	NODE_1180_length_3952_cov_453.866307	RiPP-like	RiPPs		
LKMN002-3-01-S204_c01350_NODE_13...region001	c01350_NODE_13..	NODE_1350_length_3584_cov_7.788042	T3PKS	PKSother		
LKMN002-3-01-S204_c01469_NODE_14...region001	c01469_NODE_14..	NODE_1469_length_3399_cov_2.421651	NRPS-like	NRPS		
LKMN002-3-01-S204_c01717_NODE_17...region001	c01717_NODE_17..	NODE_1717_length_3049_cov_7.470274	lanthipeptide-class-i	RiPPs		
LKMN002-3-01-S204_c02596_NODE_25...region001	c02596_NODE_25..	NODE_2596_length_2283_cov_3.842460	siderophore	Others		
LKMN002-3-01-S204_c03194_NODE_31...region001	c03194_NODE_31..	NODE_3194_length_1976_cov_3.109318	T1PKS	PKSI		
LKMN002-3-01-S204_c03781_NODE_37...region001	c03781_NODE_37..	NODE_3781_length_1734_cov_2.156045	NRPS	NRPS		
LKMN002-3-01-S204_c04317_NODE_43...region001	c04317_NODE_43..	NODE_4317_length_1555_cov_2.106667	terpene	Terpene		
LKMN002-3-01-S204_c04866_NODE_48...region001	c04866_NODE_48..	NODE_4866_length_1409_cov_4.355982	siderophore	Others		
LKMN002-3-01-S204_c06362_NODE_63...region001	c06362_NODE_63..	NODE_6362_length_1126_cov_3.903828	NRPS-like	NRPS		
LKMN002-3-02-S205_c00015_NODE_15...region001	c00015_NODE_15..	NODE_15_length_46993_cov_22.317589	RiPP-like	RiPPs		
LKMN002-3-02-S205_c00030_NODE_30...region001	c00030_NODE_30..	NODE_30_length_34876_cov_123.070360	NRPS-like.NRPS	NRPS		
LKMN002-3-02-S205_c00086_NODE_86...region001	c00086_NODE_86..	NODE_86_length_17106_cov_104.210428	RiPP-like	RiPPs		
LKMN002-3-02-S205_c00147_NODE_14...region001	c00147_NODE_14..	NODE_147_length_11475_cov_37.256548	thiopeptide.RRE-containing	RiPPs		
LKMN002-3-02-S205_c00158_NODE_15...region001	c00158_NODE_15..	NODE_158_length_10894_cov_14.808377	ectoine	Others		
LKMN002-3-02-S205_c00361_NODE_36...region001	c00361_NODE_36..	NODE_361_length_5595_cov_12.116065	NAPAA	NRPS		
LKMN002-3-02-S205_c00383_NODE_38...region001	c00383_NODE_38..	NODE_383_length_5331_cov_13.239765	betalactone	Others		
LKMN002-3-02-S205_c00520_NODE_52...region001	c00520_NODE_52..	NODE_520_length_4318_cov_11.923293	terpene	Terpene		
LKMN002-3-02-S205_c00589_NODE_58...region001	c00589_NODE_58..	NODE_589_length_4029_cov_6.072723	terpene	Terpene		
LKMN002-3-02-S205_c00917_NODE_91...region001	c00917_NODE_91..	NODE_917_length_2961_cov_3.950791	betalactone	Others		
LKMN002-3-02-S205_c01042_NODE_10...region001	c01042_NODE_10..	NODE_1042_length_2738_cov_5.949683	ladderane	Others		
LKMN002-3-02-S205_c01197_NODE_11...region001	c01197_NODE_11..	NODE_1197_length_2556_cov_5.345062	RiPP-like	RiPPs		
LKMN002-3-02-S205_c01762_NODE_17...region001	c01762_NODE_17..	NODE_1762_length_2021_cov_3.628688	NRPS	NRPS		
LKMN002-3-02-S205_c01805_NODE_18...region001	c01805_NODE_18..	NODE_1805_length_1995_cov_4.411340	siderophore	Others		
LKMN002-3-02-S205_c02549_NODE_25...region001	c02549_NODE_25..	NODE_2549_length_1651_cov_4.831454	arylpolyene	Others		
LKMN002-3-02-S205_c02929_NODE_29...region001	c02929_NODE_29..	NODE_2929_length_1544_cov_5.807253	NRPS-like	NRPS		
LKMN002-3-02-S205_c02968_NODE_29...region001	c02968_NODE_29..	NODE_2968_length_1534_cov_4.352941	T3PKS	PKSother		
LKMN002-3-02-S205_c03416_NODE_34...region001	c03416_NODE_34..	NODE_3416_length_1428_cov_2.769119	arylpolyene	Others		
LKMN002-3-02-S205_c03505_NODE_35...region001	c03505_NODE_35..	NODE_3505_length_1411_cov_4.639381	RiPP-like	RiPPs		
LKMN002-3-02-S205_c03854_NODE_38...region001	c03854_NODE_38..	NODE_3854_length_1350_cov_5.803089	NRPS-like	NRPS		
LKMN002-3-02-S205_c03874_NODE_38...region001	c03874_NODE_38..	NODE_3874_length_1347_cov_4.769350	arylpolyene	Others		
LKMN002-3-02-S205_c04061_NODE_40...region001	c04061_NODE_40..	NODE_4061_length_1315_cov_3.655556	T3PKS	PKSother		
LKMN002-3-02-S205_c04223_NODE_42...region001	c04223_NODE_42..	NODE_4223_length_1289_cov_5.001621	RiPP-like	RiPPs		
LKMN002-3-02-S205_c04273_NODE_42...region001	c04273_NODE_42..	NODE_4273_length_1283_cov_3.852606	terpene	Terpene		
LKMN002-3-02-S205_c04293_NODE_42...region001	c04293_NODE_42..	NODE_4293_length_1280_cov_4.133061	NRPS	NRPS		
LKMN002-3-02-S205_c04838_NODE_48...region001	c04838_NODE_48..	NODE_4838_length_1208_cov_10.760624	siderophore	Others		
LKMN002-3-02-S205_c05108_NODE_51...region001	c05108_NODE_51..	NODE_5108_length_1177_cov_2.655971	T3PKS	PKSother		
LKMN002-3-02-S205_c06441_NODE_64...region001	c06441_NODE_64..	NODE_6441_length_1056_cov_2.802198	siderophore	Others		
LKMN002-3-02-S205_c07117_NODE_71...region001	c07117_NODE_71..	NODE_7117_length_1009_cov_3.628931	terpene	Terpene		
LKMN002-3-03-S206_c00030_NODE_30...region001	c00030_NODE_30..	NODE_30_length_32325_cov_49.982677	NRPS-like.NRPS	NRPS		
LKMN002-3-03-S206_c00042_NODE_42...region001	c00042_NODE_42..	NODE_42_length_26847_cov_44.781203	RiPP-like	RiPPs		
LKMN002-3-03-S206_c00055_NODE_55...region001	c00055_NODE_55..	NODE_55_length_22665_cov_12.119284	transAT-PKS-like	PKSother		
LKMN002-3-03-S206_c00059_NODE_59...region001	c00059_NODE_59..	NODE_59_length_22371_cov_13.032757	RiPP-like	RiPPs		
LKMN002-3-03-S206_c00061_NODE_61...region001	c00061_NODE_61..	NODE_61_length_22129_cov_9.909577	NRPS-like.transAT-PKS	PKS-NRP_Hybrids		
LKMN002-3-03-S206_c00085_NODE_85...region001	c00085_NODE_85..	NODE_85_length_18116_cov_9.723548	transAT-PKS-like	PKSother		
LKMN002-3-03-S206_c00177_NODE_17...region001	c00177_NODE_17..	NODE_177_length_11475_cov_18.132177	thiopeptide.RRE-containing	RiPPs		
LKMN002-3-03-S206_c00287_NODE_28...region001	c00287_NODE_28..	NODE_287_length_8778_cov_7.121174	ectoine	Others		
LKMN002-3-03-S206_c00444_NODE_44...region001	c00444_NODE_44..	NODE_444_length_6915_cov_9.223178	T3PKS	PKSother		
LKMN002-3-03-S206_c00697_NODE_69...region001	c00697_NODE_69..	NODE_697_length_5385_cov_5.944841	terpene	Terpene		
LKMN002-3-03-S206_c00775_NODE_77...region001	c00775_NODE_77..	NODE_775_length_5107_cov_7.537807	terpene	Terpene		
LKMN002-3-03-S206_c00966_NODE_96...region001	c00966_NODE_96..	NODE_966_length_4437_cov_9.791876	RiPP-like	RiPPs		
LKMN002-3-03-S206_c01180_NODE_11...region001	c01180_NODE_11..	NODE_1180_length_3998_cov_5.525742	RiPP-like	RiPPs		
LKMN002-3-03-S206_c01230_NODE_12...region001	c01230_NODE_12..	NODE_1230_length_3905_cov_6.351429	ranthipeptide	RiPPs		
LKMN002-3-03-S206_c01385_NODE_13...region001	c01385_NODE_13..	NODE_1385_length_3687_cov_4.867841	NRPS	NRPS		
LKMN002-3-03-S206_c01478_NODE_14...region001	c01478_NODE_14..	NODE_1478_length_3538_cov_6.704565	ranthipeptide	RiPPs		
LKMN002-3-03-S206_c01932_NODE_19...region001	c01932_NODE_19..	NODE_1932_length_3038_cov_6.503855	terpene	Terpene		
LKMN002-3-03-S206_c02024_NODE_20...region001	c02024_NODE_20..	NODE_2024_length_2973_cov_5.672721	T3PKS	PKSother		
LKMN002-3-03-S206_c02826_NODE_28...region001	c02826_NODE_28..	NODE_2826_length_2464_cov_3.294728	NRPS	NRPS		
LKMN002-3-03-S206_c03364_NODE_33...region001	c03364_NODE_33..	NODE_3364_length_2242_cov_5.962963	RiPP-like	RiPPs		
LKMN002-3-03-S206_c03460_NODE_34...region001	c03460_NODE_34..	NODE_3460_length_2206_cov_9.304045	NRPS-like	NRPS		
LKMN002-3-03-S206_c03903_NODE_39...region001	c03903_NODE_39..	NODE_3903_length_2072_cov_7.072385	RiPP-like	RiPPs		
LKMN002-3-03-S206_c03978_NODE_39...region001	c03978_NODE_39..	NODE_3978_length_2049_cov_6.193079	NRPS-like	NRPS		
LKMN002-3-03-S206_c04675_NODE_46...region001	c04675_NODE_46..	NODE_4675_length_1870_cov_3.896419	NRPS	NRPS		
LKMN002-3-03-S206_c05559_NODE_55...region001	c05559_NODE_55..	NODE_5559_length_1693_cov_4.764347	terpene	Terpene		
LKMN002-3-03-S206_c06462_NODE_64...region001	c06462_NODE_64..	NODE_6462_length_1556_cov_3.902065	hserlactone	Others		
LKMN002-3-03-S206_c07274_NODE_72...region001	c07274_NODE_72..	NODE_7274_length_1456_cov_3.630978	NRPS	NRPS		
LKMN002-3-03-S206_c07403_NODE_74...region001	c07403_NODE_74..	NODE_7403_length_1441_cov_3.507937	arylpolyene	Others		
LKMN002-3-03-S206_c08119_NODE_81...region001	c08119_NODE_81..	NODE_8119_length_1372_cov_6.741078	arylpolyene	Others		
LKMN002-3-03-S206_c08999_NODE_89...region001	c08999_NODE_89..	NODE_8999_length_1293_cov_4.650242	RRE-containing	RiPPs		
LKMN002-3-03-S206_c09240_NODE_92...region001	c09240_NODE_92..	NODE_9240_length_1273_cov_3.711823	arylpolyene	Others		
LKMN002-3-03-S206_c09626_NODE_96...region001	c09626_NODE_96..	NODE_9626_length_1243_cov_3.792929	resorcinol	Others		
LKMN002-3-03-S206_c10290_NODE_10...region001	c10290_NODE_10..	NODE_10290_length_1200_cov_2.731004	terpene	Terpene		
LKMN002-3-03-S206_c10722_NODE_10...region001	c10722_NODE_10..	NODE_10722_length_1175_cov_2.747321	resorcinol	Others		
LKMN002-3-03-S206_c11088_NODE_11...region001	c11088_NODE_11..	NODE_11088_length_1155_cov_4.145455	NRPS	NRPS		
LKMN002-3-03-S206_c11220_NODE_11...region001	c11220_NODE_11..	NODE_11220_length_1147_cov_6.226190	RiPP-like	RiPPs		
LKMN002-3-03-S206_c11895_NODE_11...region001	c11895_NODE_11..	NODE_11895_length_1109_cov_4.121442	ladderane	Others		
LKMN002-3-03-S206_c14011_NODE_14...region001	c14011_NODE_14..	NODE_14011_length_1013_cov_6.290188	RiPP-like	RiPPs		
LKMN002-3-04-S207_c00001_NODE_1_...region001	c00001_NODE_1_..	NODE_1_length_698979_cov_152.892140	T3PKS	PKSother		
LKMN002-3-04-S207_c00004_NODE_4_...region001	c00004_NODE_4_..	NODE_4_length_205439_cov_161.730466	RiPP-like	RiPPs		
LKMN002-3-04-S207_c00007_NODE_7_...region001	c00007_NODE_7_..	NODE_7_length_191504_cov_139.990781	NAPAA	NRPS		
LKMN002-3-04-S207_c00007_NODE_7_...region002	c00007_NODE_7_..	NODE_7_length_191504_cov_139.990781	siderophore	Others		
LKMN002-3-04-S207_c00015_NODE_15...region001	c00015_NODE_15..	NODE_15_length_110840_cov_39.959913	RiPP-like	RiPPs		
LKMN002-3-04-S207_c00018_NODE_18...region001	c00018_NODE_18..	NODE_18_length_97471_cov_142.044910	betalactone	Others		
LKMN002-3-04-S207_c00024_NODE_24...region001	c00024_NODE_24..	NODE_24_length_71625_cov_156.554827	terpene	Terpene		
LKMN002-3-04-S207_c00026_NODE_26...region001	c00026_NODE_26..	NODE_26_length_64131_cov_41.794385	NRPS-like.NRPS	NRPS		
LKMN002-3-04-S207_c00126_NODE_12...region001	c00126_NODE_12..	NODE_126_length_23217_cov_96.065754	NAPAA	NRPS		
LKMN002-3-04-S207_c00143_NODE_14...region001	c00143_NODE_14..	NODE_143_length_21320_cov_33.705008	T1PKS	PKSI		
LKMN002-3-04-S207_c00176_NODE_17...region001	c00176_NODE_17..	NODE_176_length_18103_cov_150.904255	terpene	Terpene		
LKMN002-3-04-S207_c00215_NODE_21...region001	c00215_NODE_21..	NODE_215_length_15762_cov_10.937989	siderophore	Others		
LKMN002-3-04-S207_c00243_NODE_24...region001	c00243_NODE_24..	NODE_243_length_14529_cov_27.265096	NRPS-like	NRPS		
LKMN002-3-04-S207_c00257_NODE_25...region001	c00257_NODE_25..	NODE_257_length_14081_cov_7.574647	RiPP-like	RiPPs		
LKMN002-3-04-S207_c00295_NODE_29...region001	c00295_NODE_29..	NODE_295_length_12900_cov_8.485792	NAPAA	NRPS		
LKMN002-3-04-S207_c00296_NODE_29...region001	c00296_NODE_29..	NODE_296_length_12898_cov_154.273846	terpene	Terpene		
LKMN002-3-04-S207_c00323_NODE_32...region001	c00323_NODE_32..	NODE_323_length_12096_cov_17.244996	NRPS	NRPS		
LKMN002-3-04-S207_c00342_NODE_34...region001	c00342_NODE_34..	NODE_342_length_11475_cov_9.319601	thiopeptide.RRE-containing	RiPPs		
LKMN002-3-04-S207_c00362_NODE_36...region001	c00362_NODE_36..	NODE_362_length_10980_cov_12.754966	T3PKS	PKSother		
LKMN002-3-04-S207_c00489_NODE_48...region001	c00489_NODE_48..	NODE_489_length_9160_cov_29.057441	terpene	Terpene		
